# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 14 14:41:58 2019
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
#
kepid,kepoi_name,kepler_name,koi_pdisposition
8355178,K06178.01,,CANDIDATE
8355178,K06178.02,,CANDIDATE
8374077,K06179.01,,CANDIDATE
8494783,K06180.01,,CANDIDATE
8494783,K06180.02,,CANDIDATE
8517303,K06181.01,,FALSE POSITIVE
8590149,K06182.01,,CANDIDATE
8590149,K06182.02,,CANDIDATE
8590780,K06183.01,,FALSE POSITIVE
8613338,K06184.01,,FALSE POSITIVE
8646141,K06185.01,,FALSE POSITIVE
8653134,K06186.01,Kepler-1643 b,CANDIDATE
8702921,K06187.01,,FALSE POSITIVE
8822421,K06188.01,,CANDIDATE
8957954,K06189.01,,FALSE POSITIVE
8984706,K06190.01,,FALSE POSITIVE
9093086,K06191.01,,CANDIDATE
9093086,K06191.02,,CANDIDATE
9101400,K06192.01,,FALSE POSITIVE
9119652,K06193.01,,FALSE POSITIVE
9145861,K06194.01,,CANDIDATE
9145861,K06194.02,,FALSE POSITIVE
9153823,K06195.01,,CANDIDATE
9282687,K06196.01,,FALSE POSITIVE
9289960,K06197.01,,FALSE POSITIVE
9291629,K06198.01,,FALSE POSITIVE
9304842,K06199.01,,FALSE POSITIVE
9304923,K06200.01,,FALSE POSITIVE
9343862,K06201.01,,FALSE POSITIVE
9389245,K06202.01,,CANDIDATE
9394605,K06203.01,,FALSE POSITIVE
9471755,K06204.01,,FALSE POSITIVE
9479460,K06205.01,,FALSE POSITIVE
9549472,K06206.01,,FALSE POSITIVE
9576197,K06207.01,,FALSE POSITIVE
9579860,K06208.01,,FALSE POSITIVE
9655711,K06209.01,,CANDIDATE
9655711,K06209.02,,CANDIDATE
9727765,K06210.01,,CANDIDATE
9767392,K06211.01,,FALSE POSITIVE
9774400,K06212.01,,FALSE POSITIVE
9839081,K06213.01,,FALSE POSITIVE
9974142,K06214.01,,FALSE POSITIVE
9974142,K06214.02,,CANDIDATE
10163066,K06215.01,,FALSE POSITIVE
10198662,K06216.01,,CANDIDATE
10198662,K06216.02,,CANDIDATE
10200627,K06217.01,,CANDIDATE
10219361,K06218.01,,FALSE POSITIVE
10228942,K06219.01,,FALSE POSITIVE
10341878,K06220.01,,FALSE POSITIVE
10357831,K06221.01,,FALSE POSITIVE
10363233,K06222.01,,FALSE POSITIVE
10385682,K06223.01,,FALSE POSITIVE
10414727,K06224.01,,CANDIDATE
10414727,K06224.02,,FALSE POSITIVE
10483644,K06225.01,,FALSE POSITIVE
10601549,K06226.01,,FALSE POSITIVE
10614158,K06227.01,,FALSE POSITIVE
10717220,K06228.01,Kepler-1644 b,CANDIDATE
10728219,K06229.01,,FALSE POSITIVE
10735988,K06230.01,,FALSE POSITIVE
10971944,K06231.01,,FALSE POSITIVE
10973583,K06232.01,,FALSE POSITIVE
10989274,K06233.01,Kepler-1645 b,CANDIDATE
11099351,K06234.01,,FALSE POSITIVE
11147460,K06235.01,,FALSE POSITIVE
11252617,K06236.01,,FALSE POSITIVE
11252617,K06236.02,,FALSE POSITIVE
11296437,K06237.01,,FALSE POSITIVE
11296437,K06237.02,,CANDIDATE
11341164,K06238.01,,CANDIDATE
11462969,K06239.01,,CANDIDATE
11462969,K06239.02,,CANDIDATE
11516930,K06240.01,,FALSE POSITIVE
11558882,K06241.01,,FALSE POSITIVE
11656928,K06242.01,,CANDIDATE
11656928,K06242.02,,CANDIDATE
11656928,K06242.03,,CANDIDATE
11673686,K06243.01,,FALSE POSITIVE
11724210,K06244.01,,FALSE POSITIVE
11775507,K06245.01,,CANDIDATE
11775507,K06245.02,,CANDIDATE
11775507,K06245.03,,FALSE POSITIVE
11856178,K06246.01,,CANDIDATE
11867071,K06247.01,,FALSE POSITIVE
11975363,K06248.01,,FALSE POSITIVE
12207117,K06249.01,,FALSE POSITIVE
12367464,K06250.01,,FALSE POSITIVE
12470041,K06251.01,,FALSE POSITIVE
1026032,K06252.01,,FALSE POSITIVE
1293379,K06253.01,,CANDIDATE
1433531,K06254.01,,FALSE POSITIVE
1717528,K06255.01,,FALSE POSITIVE
1871483,K06256.01,,CANDIDATE
2012722,K06257.01,,FALSE POSITIVE
2013883,K06258.01,,FALSE POSITIVE
2161949,K06259.01,,CANDIDATE
2161949,K06259.02,,CANDIDATE
2162994,K06260.01,,FALSE POSITIVE
2167444,K06261.01,,FALSE POSITIVE
2283362,K06262.01,,CANDIDATE
2301068,K06263.01,,CANDIDATE
2305372,K06264.01,,FALSE POSITIVE
2306740,K06265.01,,FALSE POSITIVE
2308957,K06266.01,,FALSE POSITIVE
2422820,K06267.01,,CANDIDATE
2437452,K06268.01,,FALSE POSITIVE
2437804,K06269.01,,FALSE POSITIVE
2438061,K06270.01,,FALSE POSITIVE
2438062,K06271.01,,FALSE POSITIVE
2438517,K06272.01,,FALSE POSITIVE
2442084,K06273.01,,FALSE POSITIVE
2449245,K06274.01,,CANDIDATE
2450716,K06275.01,,FALSE POSITIVE
2557350,K06276.01,,CANDIDATE
2557430,K06277.01,,FALSE POSITIVE
2568971,K06278.01,,FALSE POSITIVE
2570505,K06279.01,,FALSE POSITIVE
2570767,K06280.01,,FALSE POSITIVE
2571075,K06281.01,,FALSE POSITIVE
2576692,K06282.01,,FALSE POSITIVE
2580872,K06283.01,,FALSE POSITIVE
2583777,K06284.01,,FALSE POSITIVE
2693092,K06285.01,,FALSE POSITIVE
2708156,K06286.01,,FALSE POSITIVE
2708172,K06287.01,,FALSE POSITIVE
2708445,K06288.01,,FALSE POSITIVE
2708614,K06289.01,,FALSE POSITIVE
2711114,K06290.01,,FALSE POSITIVE
2716979,K06291.01,,CANDIDATE
2720354,K06292.01,,FALSE POSITIVE
2834463,K06293.01,,CANDIDATE
2852560,K06294.01,,FALSE POSITIVE
2856960,K06295.01,,FALSE POSITIVE
2860594,K06296.01,,FALSE POSITIVE
2860788,K06297.01,,FALSE POSITIVE
2969638,K06298.01,,FALSE POSITIVE
2970670,K06299.01,,CANDIDATE
2973509,K06300.01,,FALSE POSITIVE
2994092,K06301.01,,CANDIDATE
2998124,K06302.01,,FALSE POSITIVE
3098194,K06303.01,,FALSE POSITIVE
3102024,K06304.01,,FALSE POSITIVE
3110937,K06305.01,,FALSE POSITIVE
3115480,K06306.01,,FALSE POSITIVE
3120320,K06307.01,,FALSE POSITIVE
3127817,K06308.01,,FALSE POSITIVE
3228740,K06309.01,,FALSE POSITIVE
3230206,K06310.01,,FALSE POSITIVE
3230227,K06311.01,,FALSE POSITIVE
3241619,K06312.01,,FALSE POSITIVE
3241662,K06313.01,,FALSE POSITIVE
3245000,K06314.01,,FALSE POSITIVE
3246867,K06315.01,,CANDIDATE
3247294,K06316.01,,FALSE POSITIVE
3248332,K06317.01,,FALSE POSITIVE
3249334,K06318.01,,CANDIDATE
3323289,K06319.01,,FALSE POSITIVE
3324069,K06320.01,,CANDIDATE
3327980,K06321.01,,FALSE POSITIVE
3329643,K06322.01,,FALSE POSITIVE
3335816,K06323.01,,FALSE POSITIVE
3337438,K06324.01,,FALSE POSITIVE
3337548,K06325.01,,FALSE POSITIVE
3339538,K06326.01,,FALSE POSITIVE
3341934,K06327.01,,FALSE POSITIVE
3343866,K06328.01,,FALSE POSITIVE
3346543,K06329.01,,CANDIDATE
3352751,K06330.01,,FALSE POSITIVE
3356193,K06331.01,,CANDIDATE
3427776,K06332.01,,FALSE POSITIVE
3437739,K06333.01,,FALSE POSITIVE
3440230,K06334.01,,FALSE POSITIVE
3441340,K06335.01,,FALSE POSITIVE
3448323,K06336.01,,FALSE POSITIVE
3458919,K06337.01,,FALSE POSITIVE
3542573,K06338.01,,FALSE POSITIVE
3543270,K06339.01,,FALSE POSITIVE
3544678,K06340.01,,FALSE POSITIVE
3545626,K06341.01,,CANDIDATE
3547178,K06342.01,,CANDIDATE
3548622,K06343.01,,CANDIDATE
3556742,K06344.01,,FALSE POSITIVE
3558803,K06345.01,,FALSE POSITIVE
3634169,K06346.01,,FALSE POSITIVE
3644174,K06347.01,,FALSE POSITIVE
3655326,K06348.01,,FALSE POSITIVE
3656322,K06349.01,,FALSE POSITIVE
3656700,K06350.01,,FALSE POSITIVE
3659940,K06351.01,,FALSE POSITIVE
3663494,K06352.01,,CANDIDATE
3733638,K06353.01,,CANDIDATE
3746248,K06354.01,,FALSE POSITIVE
3748855,K06355.01,,CANDIDATE
3748855,K06355.02,,CANDIDATE
3757588,K06356.01,,FALSE POSITIVE
3764411,K06357.01,,FALSE POSITIVE
3765692,K06358.01,,CANDIDATE
3766353,K06359.01,,FALSE POSITIVE
3830820,K06360.01,,FALSE POSITIVE
3831523,K06361.01,,FALSE POSITIVE
3834364,K06362.01,,FALSE POSITIVE
3836413,K06363.01,,FALSE POSITIVE
3836439,K06364.01,,FALSE POSITIVE
3838004,K06365.01,,FALSE POSITIVE
3851134,K06366.01,,FALSE POSITIVE
3851193,K06367.01,,FALSE POSITIVE
3854496,K06368.01,,CANDIDATE
3858757,K06369.01,,FALSE POSITIVE
3858767,K06370.01,,FALSE POSITIVE
3858884,K06371.01,,FALSE POSITIVE
3936061,K06372.01,,CANDIDATE
3938073,K06373.01,,FALSE POSITIVE
3972391,K06374.01,,FALSE POSITIVE
3972432,K06375.01,,CANDIDATE
3973002,K06376.01,,FALSE POSITIVE
3973504,K06377.01,,FALSE POSITIVE
4042088,K06378.01,,FALSE POSITIVE
4055092,K06379.01,,FALSE POSITIVE
4067549,K06380.01,,FALSE POSITIVE
4069063,K06381.01,,FALSE POSITIVE
4069213,K06382.01,,FALSE POSITIVE
4075064,K06383.01,,FALSE POSITIVE
4076061,K06384.01,,CANDIDATE
4076952,K06385.01,,FALSE POSITIVE
4078693,K06386.01,,FALSE POSITIVE
4142768,K06387.01,,FALSE POSITIVE
4149684,K06388.01,,FALSE POSITIVE
4150703,K06389.01,,FALSE POSITIVE
4157488,K06390.01,,FALSE POSITIVE
4160669,K06391.01,,FALSE POSITIVE
4171955,K06392.01,,FALSE POSITIVE
4174507,K06393.01,,FALSE POSITIVE
4180396,K06394.01,,FALSE POSITIVE
4245897,K06395.01,,FALSE POSITIVE
4252226,K06396.01,,FALSE POSITIVE
4261960,K06397.01,,FALSE POSITIVE
4269252,K06398.01,,FALSE POSITIVE
4274071,K06399.01,,CANDIDATE
4281895,K06400.01,,FALSE POSITIVE
4282390,K06401.01,,CANDIDATE
4284147,K06402.01,,FALSE POSITIVE
4349935,K06403.01,,FALSE POSITIVE
4352168,K06404.01,,FALSE POSITIVE
4356621,K06405.01,,FALSE POSITIVE
4357985,K06406.01,,FALSE POSITIVE
4367544,K06407.01,,FALSE POSITIVE
4372410,K06408.01,,FALSE POSITIVE
4372620,K06409.01,,CANDIDATE
4372961,K06410.01,,FALSE POSITIVE
4375101,K06411.01,,FALSE POSITIVE
4380283,K06412.01,,FALSE POSITIVE
4384793,K06413.01,,FALSE POSITIVE
4445630,K06414.01,,FALSE POSITIVE
4446411,K06415.01,,FALSE POSITIVE
4454219,K06416.01,,FALSE POSITIVE
4456622,K06417.01,,FALSE POSITIVE
4482738,K06418.01,,FALSE POSITIVE
4484312,K06419.01,,FALSE POSITIVE
4484356,K06420.01,,FALSE POSITIVE
4489844,K06421.01,,FALSE POSITIVE
4540632,K06422.01,,FALSE POSITIVE
4544623,K06423.01,,FALSE POSITIVE
4565985,K06424.01,,FALSE POSITIVE
4567118,K06425.01,,CANDIDATE
4569590,K06426.01,,FALSE POSITIVE
4574310,K06427.01,,FALSE POSITIVE
4575824,K06428.01,,FALSE POSITIVE
4578594,K06429.01,,FALSE POSITIVE
4587448,K06430.01,,FALSE POSITIVE
4633434,K06431.01,,FALSE POSITIVE
4661634,K06432.01,,FALSE POSITIVE
4665989,K06433.01,,FALSE POSITIVE
4671584,K06434.01,,FALSE POSITIVE
4678171,K06435.01,,FALSE POSITIVE
4681152,K06436.01,,FALSE POSITIVE
4725292,K06437.01,,FALSE POSITIVE
4729553,K06438.01,,FALSE POSITIVE
4736208,K06439.01,,FALSE POSITIVE
4737302,K06441.01,,FALSE POSITIVE
4739194,K06442.01,,FALSE POSITIVE
4739565,K06443.01,,FALSE POSITIVE
4740688,K06444.01,,FALSE POSITIVE
4753988,K06445.01,,FALSE POSITIVE
4757331,K06446.01,,FALSE POSITIVE
4758350,K06447.01,,FALSE POSITIVE
4758350,K06447.02,,CANDIDATE
4758368,K06448.01,,FALSE POSITIVE
4760959,K06449.01,,CANDIDATE
4764969,K06450.01,,CANDIDATE
4768756,K06451.01,,FALSE POSITIVE
4769824,K06452.01,,FALSE POSITIVE
4773155,K06453.01,,FALSE POSITIVE
4830859,K06454.01,,CANDIDATE
4832273,K06455.01,,FALSE POSITIVE
4839180,K06456.01,,FALSE POSITIVE
4840263,K06457.01,,FALSE POSITIVE
4840818,K06458.01,,FALSE POSITIVE
4847832,K06459.01,,FALSE POSITIVE
4851217,K06460.01,,FALSE POSITIVE
4851338,K06461.01,,FALSE POSITIVE
4851356,K06462.01,,FALSE POSITIVE
4862332,K06463.01,,FALSE POSITIVE
4862625,K06464.01,,FALSE POSITIVE
4862625,K06464.02,,FALSE POSITIVE
4862625,K06464.03,,CANDIDATE
4863369,K06465.01,,FALSE POSITIVE
4863753,K06466.01,,FALSE POSITIVE
4902030,K06467.01,,FALSE POSITIVE
4908495,K06468.01,,FALSE POSITIVE
4912589,K06469.01,,FALSE POSITIVE
4914709,K06470.01,,FALSE POSITIVE
4914737,K06471.01,,FALSE POSITIVE
4917014,K06472.01,,FALSE POSITIVE
4931073,K06473.01,,FALSE POSITIVE
4932691,K06474.01,,FALSE POSITIVE
4939265,K06475.01,,CANDIDATE
4940201,K06476.01,,FALSE POSITIVE
4946680,K06477.01,,FALSE POSITIVE
4947726,K06478.01,,FALSE POSITIVE
4948863,K06479.01,,FALSE POSITIVE
4949027,K06480.01,,FALSE POSITIVE
4949214,K06481.01,,FALSE POSITIVE
4950341,K06482.01,,FALSE POSITIVE
4950557,K06483.01,,FALSE POSITIVE
4995716,K06484.01,,CANDIDATE
5000179,K06485.01,,FALSE POSITIVE
5017058,K06486.01,,FALSE POSITIVE
5018787,K06487.01,,FALSE POSITIVE
5019567,K06488.01,,FALSE POSITIVE
5021432,K06489.01,,CANDIDATE
5021732,K06490.01,,FALSE POSITIVE
5022440,K06491.01,,FALSE POSITIVE
5022900,K06492.01,,FALSE POSITIVE
5024126,K06493.01,,FALSE POSITIVE
5024268,K06494.01,,FALSE POSITIVE
5024372,K06495.01,,FALSE POSITIVE
5025217,K06496.01,,FALSE POSITIVE
5025234,K06497.01,,FALSE POSITIVE
5025294,K06498.01,,FALSE POSITIVE
5026187,K06499.01,,FALSE POSITIVE
5031804,K06500.01,,FALSE POSITIVE
5031882,K06501.01,,FALSE POSITIVE
5036516,K06502.01,,FALSE POSITIVE
5036530,K06503.01,,FALSE POSITIVE
5036530,K06503.02,,FALSE POSITIVE
5036538,K06504.01,,FALSE POSITIVE
5038469,K06505.01,,FALSE POSITIVE
5039687,K06506.01,,FALSE POSITIVE
5042785,K06507.01,,FALSE POSITIVE
5078879,K06508.01,,FALSE POSITIVE
5080346,K06509.01,,FALSE POSITIVE
5080652,K06510.01,,FALSE POSITIVE
5083138,K06511.01,,CANDIDATE
5083252,K06512.01,,FALSE POSITIVE
5087223,K06513.01,,CANDIDATE
5091075,K06514.01,,FALSE POSITIVE
5091614,K06515.01,,FALSE POSITIVE
5092799,K06516.01,,CANDIDATE
5092799,K06516.02,,CANDIDATE
5094301,K06517.01,,FALSE POSITIVE
5095269,K06518.01,,FALSE POSITIVE
5097278,K06519.01,,FALSE POSITIVE
5098757,K06520.01,,FALSE POSITIVE
5111801,K06521.01,,FALSE POSITIVE
5112198,K06522.01,,FALSE POSITIVE
5113809,K06523.01,,FALSE POSITIVE
5115178,K06524.01,,FALSE POSITIVE
5115379,K06525.01,,FALSE POSITIVE
5115688,K06526.01,,CANDIDATE
5119143,K06527.01,,FALSE POSITIVE
5125048,K06528.01,,FALSE POSITIVE
5126627,K06529.01,,FALSE POSITIVE
5130890,K06530.01,,FALSE POSITIVE
5164794,K06531.01,,FALSE POSITIVE
5171707,K06532.01,,CANDIDATE
5172274,K06533.01,,FALSE POSITIVE
5174492,K06534.01,,FALSE POSITIVE
5174920,K06535.01,,FALSE POSITIVE
5181455,K06536.01,,FALSE POSITIVE
5193386,K06537.01,,FALSE POSITIVE
5193439,K06538.01,,CANDIDATE
5196851,K06539.01,,FALSE POSITIVE
5199978,K06540.01,,FALSE POSITIVE
5211470,K06541.01,,FALSE POSITIVE
5211470,K06541.02,,FALSE POSITIVE
5215508,K06542.01,,CANDIDATE
5216727,K06543.01,,FALSE POSITIVE
5218014,K06544.01,,FALSE POSITIVE
5255552,K06545.01,,FALSE POSITIVE
5263167,K06546.01,,CANDIDATE
5266937,K06547.01,,FALSE POSITIVE
5269407,K06548.01,,FALSE POSITIVE
5271803,K06549.01,,FALSE POSITIVE
5272571,K06550.01,,FALSE POSITIVE
5282656,K06551.01,,FALSE POSITIVE
5284133,K06552.01,,FALSE POSITIVE
5285607,K06553.01,,FALSE POSITIVE
5286786,K06554.01,,FALSE POSITIVE
5288543,K06555.01,,FALSE POSITIVE
5294739,K06556.01,,FALSE POSITIVE
5295206,K06557.01,,CANDIDATE
5298620,K06558.01,,FALSE POSITIVE
5300878,K06559.01,,FALSE POSITIVE
5301955,K06560.01,,FALSE POSITIVE
5306862,K06561.01,,FALSE POSITIVE
5307574,K06562.01,,FALSE POSITIVE
5308778,K06563.01,,FALSE POSITIVE
5310435,K06564.01,,FALSE POSITIVE
5343976,K06565.01,,FALSE POSITIVE
5347537,K06566.01,,FALSE POSITIVE
5347784,K06567.01,,FALSE POSITIVE
5353938,K06568.01,,CANDIDATE
5359678,K06569.01,,FALSE POSITIVE
5380812,K06570.01,,CANDIDATE
5385469,K06571.01,,FALSE POSITIVE
5385647,K06572.01,,FALSE POSITIVE
5385667,K06573.01,,FALSE POSITIVE
5388229,K06574.01,,FALSE POSITIVE
5389184,K06575.01,,FALSE POSITIVE
5393558,K06576.01,,FALSE POSITIVE
5397905,K06577.01,,FALSE POSITIVE
5444392,K06578.01,,FALSE POSITIVE
5456979,K06579.01,,CANDIDATE
5460835,K06580.01,,FALSE POSITIVE
5462901,K06581.01,,FALSE POSITIVE
5466109,K06582.01,,CANDIDATE
5471010,K06583.01,,FALSE POSITIVE
5471141,K06584.01,,FALSE POSITIVE
5471328,K06585.01,,FALSE POSITIVE
5471415,K06586.01,,FALSE POSITIVE
5471480,K06587.01,,FALSE POSITIVE
5475712,K06588.01,,FALSE POSITIVE
5479973,K06589.01,,FALSE POSITIVE
5513822,K06590.01,,FALSE POSITIVE
5513833,K06591.01,,FALSE POSITIVE
5529501,K06592.01,,FALSE POSITIVE
5529560,K06593.01,,FALSE POSITIVE
5530881,K06594.01,,FALSE POSITIVE
5534476,K06595.01,,FALSE POSITIVE
5534702,K06596.01,,FALSE POSITIVE
5535280,K06597.01,,FALSE POSITIVE
5552808,K06598.01,,CANDIDATE
5553624,K06599.01,,FALSE POSITIVE
5564082,K06600.01,,CANDIDATE
5597361,K06601.01,,CANDIDATE
5598639,K06602.01,,FALSE POSITIVE
5610698,K06603.01,,FALSE POSITIVE
5616489,K06604.01,,FALSE POSITIVE
5617510,K06605.01,,CANDIDATE
5621294,K06606.01,,FALSE POSITIVE
5621299,K06607.01,,FALSE POSITIVE
5622250,K06608.01,,FALSE POSITIVE
5632781,K06609.01,,FALSE POSITIVE
5633259,K06610.01,,CANDIDATE
5647638,K06611.01,,FALSE POSITIVE
5653126,K06612.01,,FALSE POSITIVE
5653126,K06612.02,,FALSE POSITIVE
5686974,K06613.01,,FALSE POSITIVE
5696909,K06614.01,,FALSE POSITIVE
5697628,K06615.01,,FALSE POSITIVE
5700330,K06616.01,,FALSE POSITIVE
5702770,K06617.01,,CANDIDATE
5706592,K06618.01,,CANDIDATE
5716244,K06619.01,,FALSE POSITIVE
5725851,K06620.01,,FALSE POSITIVE
5731312,K06621.01,,FALSE POSITIVE
5735878,K06622.01,,FALSE POSITIVE
5736461,K06623.01,,FALSE POSITIVE
5737869,K06624.01,,FALSE POSITIVE
5771589,K06625.01,,FALSE POSITIVE
5781192,K06626.01,,FALSE POSITIVE
5802285,K06627.01,,FALSE POSITIVE
5802470,K06628.01,,FALSE POSITIVE
5807579,K06629.01,,FALSE POSITIVE
5809372,K06630.01,,FALSE POSITIVE
5860347,K06631.01,,CANDIDATE
5871918,K06632.01,,FALSE POSITIVE
5894825,K06633.01,,FALSE POSITIVE
5894972,K06634.01,,FALSE POSITIVE
5951140,K06635.01,,CANDIDATE
5952309,K06636.01,,FALSE POSITIVE
5952457,K06637.01,,FALSE POSITIVE
5962514,K06639.01,,FALSE POSITIVE
5962716,K06640.01,,FALSE POSITIVE
5966732,K06641.01,,CANDIDATE
5977541,K06642.01,,FALSE POSITIVE
5977804,K06643.01,,FALSE POSITIVE
5983348,K06644.01,,FALSE POSITIVE
5990753,K06645.01,,FALSE POSITIVE
6019971,K06646.01,,CANDIDATE
6029130,K06647.01,,FALSE POSITIVE
6035335,K06648.01,,FALSE POSITIVE
6041511,K06649.01,,FALSE POSITIVE
6042116,K06650.01,,FALSE POSITIVE
6042663,K06651.01,,FALSE POSITIVE
6044064,K06652.01,,FALSE POSITIVE
6045093,K06653.01,,CANDIDATE
6046311,K06654.01,,FALSE POSITIVE
6048106,K06655.01,,FALSE POSITIVE
6048255,K06656.01,,FALSE POSITIVE
6057750,K06657.01,,CANDIDATE
6060580,K06658.01,,FALSE POSITIVE
6063448,K06659.01,,FALSE POSITIVE
6066107,K06660.01,,FALSE POSITIVE
6068947,K06661.01,,FALSE POSITIVE
6103049,K06662.01,,FALSE POSITIVE
6109688,K06663.01,,FALSE POSITIVE
6111011,K06664.01,,CANDIDATE
6128141,K06665.01,,FALSE POSITIVE
6128245,K06666.01,,CANDIDATE
6131659,K06667.01,,FALSE POSITIVE
6146838,K06668.01,,FALSE POSITIVE
6147573,K06669.01,,FALSE POSITIVE
6152521,K06670.01,,FALSE POSITIVE
6185717,K06671.01,,FALSE POSITIVE
6187508,K06672.01,,CANDIDATE
6205460,K06673.01,,FALSE POSITIVE
6206751,K06674.01,,FALSE POSITIVE
6207053,K06675.01,,FALSE POSITIVE
6209225,K06676.01,,CANDIDATE
6220470,K06677.01,,FALSE POSITIVE
6228703,K06678.01,,FALSE POSITIVE
6231401,K06679.01,,FALSE POSITIVE
6265961,K06680.01,,CANDIDATE
6279823,K06681.01,,FALSE POSITIVE
6283224,K06682.01,,FALSE POSITIVE
6285094,K06683.01,,FALSE POSITIVE
6285396,K06684.01,,FALSE POSITIVE
6285397,K06685.01,,FALSE POSITIVE
6292732,K06686.01,,FALSE POSITIVE
6307000,K06687.01,,CANDIDATE
6311637,K06688.01,,FALSE POSITIVE
6345758,K06689.01,,CANDIDATE
6364126,K06690.01,,FALSE POSITIVE
6364195,K06691.01,,FALSE POSITIVE
6364200,K06692.01,,FALSE POSITIVE
6364247,K06693.01,,FALSE POSITIVE
6364294,K06694.01,,FALSE POSITIVE
6367439,K06695.01,,FALSE POSITIVE
6367628,K06696.01,,FALSE POSITIVE
6368222,K06697.01,,CANDIDATE
6372268,K06698.01,,CANDIDATE
6384840,K06699.01,,FALSE POSITIVE
6386784,K06700.01,,FALSE POSITIVE
6390236,K06701.01,,FALSE POSITIVE
6421188,K06702.01,,FALSE POSITIVE
6421483,K06703.01,,FALSE POSITIVE
6421937,K06704.01,,FALSE POSITIVE
6423922,K06705.01,,CANDIDATE
6428942,K06706.01,,FALSE POSITIVE
6436505,K06707.01,,CANDIDATE
6436505,K06707.02,,FALSE POSITIVE
6437993,K06708.01,,FALSE POSITIVE
6442246,K06709.01,,FALSE POSITIVE
6443392,K06710.01,,FALSE POSITIVE
6447326,K06711.01,,FALSE POSITIVE
6448768,K06712.01,,FALSE POSITIVE
6449291,K06713.01,,FALSE POSITIVE
6449552,K06714.01,,FALSE POSITIVE
6452742,K06715.01,,FALSE POSITIVE
6464285,K06716.01,,FALSE POSITIVE
6466939,K06717.01,,FALSE POSITIVE
6468938,K06718.01,,FALSE POSITIVE
6471229,K06719.01,,FALSE POSITIVE
6471230,K06720.01,,FALSE POSITIVE
6521174,K06721.01,,FALSE POSITIVE
6521542,K06722.01,,FALSE POSITIVE
6522353,K06723.01,,FALSE POSITIVE
6522750,K06724.01,,FALSE POSITIVE
6523216,K06725.01,,FALSE POSITIVE
6531485,K06726.01,,FALSE POSITIVE
6531801,K06727.01,,FALSE POSITIVE
6543682,K06728.01,,FALSE POSITIVE
6545018,K06729.01,,FALSE POSITIVE
6548447,K06730.01,,FALSE POSITIVE
6551106,K06731.01,,CANDIDATE
6584167,K06732.01,,FALSE POSITIVE
6584278,K06733.01,,CANDIDATE
6590726,K06734.01,,CANDIDATE
6591789,K06735.01,,FALSE POSITIVE
6593363,K06736.01,,FALSE POSITIVE
6594972,K06737.01,,FALSE POSITIVE
6595662,K06738.01,,FALSE POSITIVE
6603765,K06739.01,,CANDIDATE
6606282,K06740.01,,FALSE POSITIVE
6606669,K06741.01,,FALSE POSITIVE
6607610,K06742.01,,FALSE POSITIVE
6610219,K06743.01,,FALSE POSITIVE
6610433,K06744.01,,FALSE POSITIVE
6614748,K06745.01,,CANDIDATE
6628926,K06746.01,,CANDIDATE
6629156,K06747.01,,FALSE POSITIVE
6629588,K06748.01,,FALSE POSITIVE
6636020,K06749.01,,FALSE POSITIVE
6664842,K06750.01,,CANDIDATE
6665064,K06751.01,,CANDIDATE
6665064,K06751.02,,FALSE POSITIVE
6670610,K06752.01,,CANDIDATE
6670742,K06753.01,,CANDIDATE
6672229,K06754.01,,FALSE POSITIVE
6676725,K06755.01,,FALSE POSITIVE
6695622,K06756.01,,FALSE POSITIVE
6695889,K06757.01,,FALSE POSITIVE
6697716,K06758.01,,FALSE POSITIVE
6697976,K06759.01,,CANDIDATE
6698670,K06760.01,,FALSE POSITIVE
6706287,K06761.01,,FALSE POSITIVE
6715997,K06762.01,,CANDIDATE
6763884,K06763.01,,CANDIDATE
6766748,K06764.01,,FALSE POSITIVE
6768616,K06765.01,,CANDIDATE
6768616,K06765.02,,FALSE POSITIVE
6774408,K06766.01,,FALSE POSITIVE
6778289,K06767.01,,FALSE POSITIVE
6781047,K06768.01,,FALSE POSITIVE
6781535,K06769.01,,FALSE POSITIVE
6792124,K06770.01,,FALSE POSITIVE
6804648,K06771.01,,FALSE POSITIVE
6806632,K06772.01,,FALSE POSITIVE
6841577,K06773.01,,FALSE POSITIVE
6842345,K06774.01,,CANDIDATE
6852488,K06775.01,,FALSE POSITIVE
6853172,K06776.01,,CANDIDATE
6859546,K06777.01,,CANDIDATE
6859813,K06778.01,,FALSE POSITIVE
6863840,K06779.01,,FALSE POSITIVE
6864569,K06780.01,,FALSE POSITIVE
6864706,K06781.01,,CANDIDATE
6864859,K06782.01,,FALSE POSITIVE
6867219,K06783.01,,CANDIDATE
6877673,K06784.01,,FALSE POSITIVE
6877871,K06785.01,,FALSE POSITIVE
6878408,K06786.01,,CANDIDATE
6890618,K06787.01,,FALSE POSITIVE
6925263,K06788.01,,FALSE POSITIVE
6927629,K06789.01,,FALSE POSITIVE
6929016,K06790.01,,FALSE POSITIVE
6936977,K06791.01,,FALSE POSITIVE
6939670,K06792.01,,FALSE POSITIVE
6947623,K06793.01,,CANDIDATE
6947837,K06794.01,,FALSE POSITIVE
6949550,K06795.01,,FALSE POSITIVE
6950275,K06796.01,,FALSE POSITIVE
