# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue May 14 14:44:06 2019
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
#
kepid,kepoi_name,kepler_name,koi_impact,koi_impact_err1,koi_impact_err2
5686974,K06613.01,,0.990,0.023,-0.758
5696909,K06614.01,,1.261,0.442,-0.172
5700330,K06616.01,,0.248,0.005,-0.001
5702770,K06617.01,,0.442,0.012,-0.442
5716244,K06619.01,,0.692,0.004,-0.002
5725851,K06620.01,,1.181,0.037,-0.161
5731312,K06621.01,,0.636,0.019,-0.017
5735878,K06622.01,,0.218,0.027,-0.008
5736461,K06623.01,,0.945,0.030,-0.028
5737869,K06624.01,,0.360,0.100,-0.360
5771589,K06625.01,,0.036,0.263,-0.036
5781192,K06626.01,,0.743,0.011,-0.027
5802285,K06627.01,,1.259,2.644,-0.167
5802470,K06628.01,,0.798,0.011,-0.117
5807579,K06629.01,,0.757,0.009,-0.006
5809372,K06630.01,,0.973,3.830,-0.114
5860347,K06631.01,,0.346,0.120,-0.346
5871918,K06632.01,,0.739,0.015,-0.026
5894825,K06633.01,,1.130,0.048,-0.142
5894972,K06634.01,,1.210,0.011,-0.123
5952309,K06636.01,,0.357,0.098,-0.357
5952457,K06637.01,,0.033,0.412,-0.033
5962514,K06639.01,,0.650,1.176,-0.056
5962716,K06640.01,,0.879,0.031,-0.021
5966732,K06641.01,,0.196,0.267,-0.196
5977541,K06642.01,,0.768,0.228,-0.521
5983348,K06644.01,,1.025,0.086,-0.020
5990753,K06645.01,,0.017,0.880,-0.017
6019971,K06646.01,,0.735,0.237,-0.524
6029130,K06647.01,,0.629,0.006,-0.006
6041511,K06649.01,,0.603,0.368,-0.388
6042116,K06650.01,,1.062,0.020,-0.025
6042663,K06651.01,,0.763,0.019,-0.035
6044064,K06652.01,,3.400,0.108,-0.131
6046311,K06654.01,,0.327,0.138,-0.327
6048106,K06655.01,,0.647,0.031,-0.029
6048255,K06656.01,,,,
6057750,K06657.01,,0.729,0.228,-0.483
6060580,K06658.01,,1.247,0.047,-0.049
6063448,K06659.01,,0.788,0.015,-0.012
6103049,K06662.01,,1.214,0.101,-0.076
6109688,K06663.01,,0.603,0.002,-0.001
6111011,K06664.01,,0.016,0.458,-0.016
6128141,K06665.01,,1.242,1.905,-0.093
6128245,K06666.01,,0.251,0.214,-0.251
6131659,K06667.01,,0.567,0.007,-0.009
6146838,K06668.01,,1.076,0.035,-0.043
6147573,K06669.01,,0.899,0.021,-0.022
6152521,K06670.01,,0.738,0.235,-0.492
6185717,K06671.01,,0.967,0.118,-0.031
6187508,K06672.01,,0.013,0.448,-0.013
6205460,K06673.01,,0.626,0.003,-0.004
6206751,K06674.01,,0.728,0.012,-0.012
6207053,K06675.01,,0.039,0.390,-0.039
6220470,K06677.01,,0.222,0.011,-0.001
6228703,K06678.01,,1.070,0.066,-0.037
6231401,K06679.01,,0.953,0.066,-0.005
6265961,K06680.01,,0.152,0.299,-0.152
6283224,K06682.01,,0.766,0.040,-0.029
6285094,K06683.01,,0.820,0.144,-0.576
6285396,K06684.01,,0.660,0.335,-0.418
6285397,K06685.01,,0.228,0.260,-0.228
6292732,K06686.01,,0.469,0.475,-0.252
6307000,K06687.01,,0.312,0.147,-0.312
6311637,K06688.01,,0.636,0.004,-0.004
6345758,K06689.01,,0.318,0.155,-0.318
6364126,K06690.01,,1.016,1.367,-0.249
6364195,K06691.01,,0.223,0.246,-0.223
6364200,K06692.01,,0.557,0.012,-0.478
6364247,K06693.01,,0.775,0.180,-0.558
6364294,K06694.01,,0.436,0.045,-0.436
6367628,K06696.01,,1.182,0.186,-0.118
6372268,K06698.01,,,,
6384840,K06699.01,,0.010,0.440,-0.010
6386784,K06700.01,,0.564,0.405,-0.345
6390236,K06701.01,,0.249,0.224,-0.249
6421188,K06702.01,,0.572,0.009,-0.001
6421483,K06703.01,,0.996,0.043,-0.044
6423922,K06705.01,,0.998,0.351,-0.020
6436505,K06707.01,,0.258,0.214,-0.258
6436505,K06707.02,,0.106,0.350,-0.106
6437993,K06708.01,,0.077,0.400,-0.077
6442246,K06709.01,,0.229,0.214,-0.229
6443392,K06710.01,,1.222,0.021,-0.021
6447326,K06711.01,,0.973,0.004,-0.010
6448768,K06712.01,,0.309,0.019,-0.001
6449291,K06713.01,,0.994,0.041,-0.755
6449552,K06714.01,,0.215,0.004,0.000
6452742,K06715.01,,1.166,0.033,-0.042
6464285,K06716.01,,0.405,0.011,-0.007
6466939,K06717.01,,0.479,0.015,-0.009
6468938,K06718.01,,1.287,0.019,-0.235
6471229,K06719.01,,0.738,0.228,-0.493
6471230,K06720.01,,0.728,,
6521174,K06721.01,,0.187,0.265,-0.187
6521542,K06722.01,,0.518,0.005,-0.005
6522353,K06723.01,,0.717,0.248,-0.483
6522750,K06724.01,,0.588,0.004,-0.006
6523216,K06725.01,,0.004,0.008,-0.004
6531485,K06726.01,,1.223,0.043,-0.044
6543682,K06728.01,,0.327,0.011,-0.013
6545018,K06729.01,,0.465,0.004,-0.001
6548447,K06730.01,,0.001,0.012,-0.001
6551106,K06731.01,,0.153,0.292,-0.153
6584167,K06732.01,,0.257,0.215,-0.257
6584278,K06733.01,,0.628,0.340,-0.404
6591789,K06735.01,,0.513,0.006,-0.007
6593363,K06736.01,,0.171,0.036,-0.021
6594972,K06737.01,,0.275,0.004,-0.001
6595662,K06738.01,,0.359,0.024,-0.025
6603765,K06739.01,,0.805,0.159,-0.584
6606282,K06740.01,,1.308,0.072,-0.114
6606669,K06741.01,,0.035,0.427,-0.035
6607610,K06742.01,,0.375,0.010,-0.004
6610219,K06743.01,,0.606,0.008,-0.004
6610433,K06744.01,,,,
6628926,K06746.01,,0.166,,
6629156,K06747.01,,,,
6629588,K06748.01,,0.810,0.020,-0.017
6664842,K06750.01,,0.195,0.252,-0.195
6665064,K06751.01,,0.409,0.051,-0.409
6665064,K06751.02,,1.247,4.316,-0.149
6670610,K06752.01,,0.088,0.505,-0.088
6672229,K06754.01,,0.664,0.008,-0.008
6676725,K06755.01,,0.354,,
6695889,K06757.01,,0.531,0.187,-0.060
6697716,K06758.01,,0.855,0.040,-0.032
6698670,K06760.01,,0.219,0.068,-0.048
6706287,K06761.01,,0.589,0.018,-0.025
6763884,K06763.01,,0.611,0.007,-0.492
6766748,K06764.01,,0.358,0.003,0.000
6768616,K06765.01,,0.097,0.356,-0.097
6768616,K06765.02,,0.210,0.239,-0.210
6778289,K06767.01,,0.631,0.015,-0.015
6781047,K06768.01,,,,
6781535,K06769.01,,1.104,0.038,-0.057
6792124,K06770.01,,0.432,0.249,-0.294
6804648,K06771.01,,0.370,0.130,-0.370
6806632,K06772.01,,0.627,0.001,-0.001
6841577,K06773.01,,0.425,0.004,-0.003
6842345,K06774.01,,0.666,0.015,-0.002
6852488,K06775.01,,0.881,0.017,-0.020
6853172,K06776.01,,0.079,0.367,-0.079
6859546,K06777.01,,0.531,0.450,-0.318
6859813,K06778.01,,0.788,0.007,-0.009
6863840,K06779.01,,0.498,0.010,-0.010
6864569,K06780.01,,1.247,0.164,-0.124
6864859,K06782.01,,0.710,0.005,-0.005
6867219,K06783.01,,0.607,0.366,-0.394
6877673,K06784.01,,0.298,0.002,-0.001
6878408,K06786.01,,0.335,0.126,-0.335
6890618,K06787.01,,1.237,0.408,-0.142
6927629,K06789.01,,0.553,0.006,-0.008
6929016,K06790.01,,0.291,0.193,-0.291
6936977,K06791.01,,1.003,0.018,-0.173
6939670,K06792.01,,1.031,0.318,-0.040
6947623,K06793.01,,0.306,0.154,-0.306
6949550,K06795.01,,0.579,0.003,-0.005
6950275,K06796.01,,0.988,0.014,-0.698
6956176,K06798.01,,0.199,0.261,-0.199
6962018,K06799.01,,0.442,0.030,-0.016
6965293,K06800.01,,1.211,0.194,-0.094
6967430,K06801.01,,0.268,0.190,-0.268
7009828,K06802.01,,1.003,0.013,-0.016
7025851,K06803.01,,0.710,0.058,-0.043
7031132,K06804.01,,0.227,0.265,-0.227
7031732,K06805.01,,0.250,0.231,-0.250
7031767,K06806.01,,0.492,0.004,-0.492
7031948,K06807.01,,0.751,0.217,-0.505
7031992,K06808.01,,0.180,0.311,-0.180
7032117,K06809.01,,0.484,0.450,-0.260
7032383,K06811.01,,0.119,0.373,-0.119
7033713,K06813.01,,0.004,0.473,-0.004
7033748,K06814.01,,0.702,0.016,-0.021
7049486,K06815.01,,1.069,0.013,-0.015
7097571,K06818.01,,0.634,0.003,-0.002
7105574,K06820.01,,0.989,0.059,-0.083
7115200,K06821.01,,0.615,0.344,-0.392
7115332,K06822.01,,0.974,0.003,-0.679
7115463,K06823.01,,0.648,0.283,-0.430
7115597,K06824.01,,0.982,0.007,-0.698
7115878,K06825.01,,0.393,0.113,-0.393
7116043,K06826.01,,0.330,0.148,-0.330
7116226,K06827.01,,0.770,0.169,-0.516
7116236,K06828.01,,0.985,0.006,-0.686
7117513,K06829.01,,0.575,0.409,-0.355
7117541,K06830.01,,1.148,0.049,-0.040
7118545,K06831.01,,0.157,0.010,0.000
7125636,K06832.01,,0.798,0.020,-0.033
7128918,K06833.01,,0.983,0.007,-0.019
7132015,K06834.01,,0.770,,
7137798,K06836.01,,0.820,0.019,-0.016
7177553,K06837.01,,1.091,0.027,-0.031
7177892,K06838.01,,1.135,0.035,-0.030
7198648,K06840.01,,0.851,0.052,-0.588
7199935,K06841.01,,0.653,0.035,-0.518
7200102,K06842.01,,0.576,0.013,-0.016
7200225,K06843.01,,0.005,0.492,-0.005
7200301,K06844.01,,0.679,0.014,-0.536
7203179,K06845.01,,0.397,0.004,-0.003
7203194,K06846.01,,0.596,0.373,-0.372
7204073,K06847.01,,0.155,0.322,-0.155
7212722,K06848.01,,0.700,0.013,-0.012
7217088,K06849.01,,0.185,0.267,-0.185
7280953,K06850.01,,,,
7281217,K06851.01,,0.982,0.014,-0.011
7281229,K06852.01,,1.196,0.197,-0.209
7281399,K06854.01,,0.123,0.357,-0.123
7281616,K06856.01,,0.188,0.378,-0.188
7281699,K06857.01,,0.591,0.366,-0.351
7282008,K06858.01,,0.176,0.321,-0.176
7285616,K06859.01,,0.628,0.330,-0.397
7335514,K06860.01,,0.518,0.019,-0.472
7336754,K06861.01,,0.825,0.015,-0.005
7350067,K06863.01,Kepler-1646 b,0.442,0.023,-0.442
7362632,K06865.01,,0.681,0.280,-0.463
7365447,K06866.01,,0.934,0.062,-0.045
7366036,K06867.01,,0.369,0.115,-0.369
7368103,K06869.01,,0.968,0.016,-0.019
7369523,K06870.01,,0.634,0.002,-0.004
7376982,K06871.01,,0.404,0.075,-0.404
7381695,K06873.01,,0.691,0.249,-0.476
7385387,K06874.01,,0.109,0.363,-0.109
7385478,K06875.01,,0.836,0.016,-0.018
7421876,K06876.01,,,,
7431665,K06877.01,,0.626,0.022,-0.064
7447895,K06878.01,,0.467,0.488,-0.137
7455553,K06879.01,,1.264,4.787,-0.082
7456521,K06880.01,,0.653,0.062,-0.038
7461314,K06881.01,,0.612,0.347,-0.423
7461521,K06882.01,,0.336,0.133,-0.336
7541502,K06885.01,,1.494,0.051,-0.035
7541746,K06886.01,,,,
7584778,K06887.01,,0.338,0.130,-0.338
7592922,K06890.01,,0.224,0.250,-0.224
7597703,K06891.01,,0.386,0.003,-0.001
7602351,K06892.01,,0.879,0.105,-0.614
7605600,K06893.01,,0.001,0.146,-0.001
7622072,K06894.01,,1.284,0.161,-0.104
7630658,K06895.01,,0.886,0.029,-0.027
7631194,K06896.01,,0.345,0.125,-0.345
7668648,K06899.01,,0.606,0.183,-0.067
7670485,K06900.01,,1.054,0.016,-0.016
7670617,K06901.01,,0.206,0.031,-0.032
7677005,K06903.01,,0.630,0.004,-0.005
7691527,K06905.01,,0.669,0.027,-0.026
7700500,K06907.01,,0.341,0.109,-0.341
7700578,K06908.01,,0.336,0.014,-0.013
7707736,K06909.01,,0.846,0.006,-0.004
7741048,K06911.01,,0.489,0.004,-0.482
7751562,K06912.01,,0.455,0.007,-0.008
7769072,K06914.01,,1.294,0.178,-0.160
7769815,K06915.01,,0.353,0.115,-0.353
7777365,K06916.01,,0.766,0.208,-0.515
7798259,K06917.01,,0.553,0.201,-0.048
7812893,K06919.01,,0.344,0.150,-0.344
7816680,K06920.01,,0.890,0.021,-0.008
7816935,K06921.01,,0.080,0.365,-0.079
7838639,K06922.01,,0.909,0.117,-0.012
7846730,K06923.01,,0.351,2.799,-0.350
7847927,K06924.01,,0.944,0.045,-0.036
7870250,K06926.01,,0.292,0.193,-0.292
7885518,K06928.01,,0.586,0.023,-0.480
7885570,K06929.01,,0.887,0.024,-0.039
7886329,K06930.01,,1.275,0.069,-0.046
7902204,K06931.01,,0.295,0.154,-0.295
7919653,K06932.01,,0.830,0.037,-0.014
7938468,K06933.01,,1.233,0.009,-0.014
7939761,K06934.01,,0.239,0.228,-0.239
7943535,K06935.01,,1.269,0.094,-0.071
7947631,K06936.01,,1.244,0.150,-0.094
7950775,K06937.01,,1.101,0.030,-0.013
7955301,K06938.01,,1.204,0.321,-0.203
7960295,K06939.01,,0.611,0.109,-0.087
7960547,K06940.01,,0.724,0.008,-0.009
7967100,K06941.01,,1.285,0.046,-0.045
7970629,K06942.01,,0.883,0.094,-0.004
7970760,K06943.01,,0.231,0.009,-0.003
7971389,K06944.01,,1.065,0.030,-0.016
7976136,K06945.01,,1.220,0.049,-0.150
7976435,K06946.01,,,,
7985167,K06947.01,,1.074,0.087,-0.032
7987749,K06948.01,,1.047,0.025,-0.027
8007675,K06949.01,,0.755,,
8008128,K06950.01,,0.570,0.006,0.000
8009500,K06951.01,,0.458,0.005,0.000
8013289,K06952.01,,1.179,,
8016214,K06953.01,,0.259,0.011,-0.005
8016692,K06954.01,,0.096,0.355,-0.096
8027902,K06955.01,,0.720,0.323,-0.260
8039925,K06956.01,,0.707,0.860,-0.707
8042644,K06957.01,,0.479,0.486,-0.268
8081389,K06958.01,,0.455,0.006,-0.006
8088354,K06959.01,,0.756,0.170,-0.002
8091197,K06960.01,,0.661,0.287,-0.432
8094140,K06961.01,,0.393,0.081,-0.023
8094221,K06962.01,,1.187,0.655,-0.165
8097825,K06963.01,,0.633,0.010,-0.006
8098300,K06964.01,,0.549,0.002,-0.003
8098515,K06965.01,,,,
8098960,K06966.01,,0.872,0.032,-0.598
8104436,K06967.01,,1.189,6.928,-0.095
8111622,K06968.01,,0.300,0.008,-0.007
8112013,K06969.01,,0.643,0.009,-0.004
8115647,K06970.01,,0.202,0.251,-0.202
8120820,K06971.01,,0.867,0.087,-0.660
8128965,K06974.01,,0.309,0.006,-0.003
8129189,K06975.01,,0.432,0.002,-0.001
8143170,K06976.01,,0.559,0.003,-0.004
8145789,K06977.01,,1.224,0.035,-0.036
8145958,K06978.01,,0.005,0.465,-0.005
8155584,K06979.01,,1.147,0.210,-0.091
8155654,K06980.01,,0.431,0.032,-0.431
8162376,K06982.01,,0.288,0.179,-0.288
8167504,K06983.01,,0.509,0.042,-0.443
8183389,K06986.01,,0.645,0.010,-0.018
8193315,K06988.01,,0.490,0.004,-0.003
8195877,K06989.01,,1.091,0.255,-0.064
8196180,K06990.01,,0.923,0.001,0.000
8210721,K06991.01,,0.605,0.007,-0.001
8211521,K06992.01,,0.734,0.222,-0.499
8227086,K06993.01,,0.029,0.426,-0.029
8227464,K06994.01,,0.362,0.098,-0.362
8229048,K06995.01,,1.189,0.035,-0.038
8231877,K06996.01,,1.237,0.111,-0.061
8234477,K06997.01,,0.294,0.009,-0.001
8240109,K06998.01,,1.033,0.017,-0.024
8240861,K06999.01,,0.494,0.016,-0.009
8243263,K07000.01,,1.026,0.154,-0.038
8244295,K07001.01,,0.378,0.090,-0.378
8248103,K07002.01,,0.034,0.427,-0.034
8256882,K07003.01,,0.579,0.390,-0.377
8262223,K07004.01,,0.882,0.014,-0.015
8283875,K07007.01,,0.160,0.314,-0.160
8285254,K07008.01,,0.644,0.007,-0.005
8285970,K07009.01,,0.971,0.060,-0.688
8288719,K07010.01,,1.225,0.049,-0.096
8294484,K07011.01,,0.534,0.026,-0.020
8296467,K07012.01,,0.364,0.004,-0.003
8301013,K07013.01,,0.371,0.003,-0.001
8302455,K07014.01,,0.888,0.220,-0.021
8302473,K07015.01,,0.124,0.346,-0.124
8311864,K07016.01,Kepler-452 b,0.059,0.387,-0.059
8312222,K07017.01,,0.930,0.037,-0.027
8314801,K07018.01,,0.003,0.003,-0.003
8316503,K07019.01,,0.725,0.012,-0.007
8330575,K07020.01,,1.135,0.014,-0.024
8345358,K07021.01,,1.084,0.061,-0.071
8358008,K07022.01,,1.261,0.066,-0.063
8362974,K07023.01,,0.197,0.266,-0.197
8364119,K07024.01,,0.613,0.005,-0.005
8367298,K07025.01,,1.137,0.078,-0.097
8374499,K07026.01,,0.317,0.006,-0.001
8378656,K07027.01,,0.253,0.015,-0.004
8378922,K07028.01,,0.555,0.006,-0.004
8379547,K07029.01,,0.689,0.033,-0.025
8381592,K07030.01,,1.062,0.043,-0.039
8382339,K07031.01,,0.013,0.446,-0.013
8394475,K07032.01,,0.181,0.290,-0.181
8398290,K07033.01,,0.810,0.160,-0.557
8411947,K07034.01,,0.496,0.035,-0.030
8414159,K07035.01,,1.037,0.017,-0.023
8414216,K07036.01,,0.412,0.045,-0.412
8415863,K07037.01,,0.908,0.023,-0.006
8423903,K07038.01,,1.170,0.078,-0.085
8429450,K07039.01,,0.616,0.014,-0.014
8443812,K07041.01,,0.067,0.405,-0.067
8445775,K07042.01,,1.051,0.135,-0.009
8453191,K07043.01,,0.880,0.005,-0.007
8453324,K07044.01,,1.247,0.086,-0.080
8479107,K07045.01,,0.821,0.087,-0.017
8479386,K07046.01,,0.526,0.004,-0.005
8488876,K07047.01,,0.810,0.003,0.000
8504570,K07048.01,,0.835,0.058,-0.041
8509346,K07049.01,,0.891,0.015,-0.013
8517433,K07050.01,,0.260,0.237,-0.260
8526387,K07051.01,,0.199,0.277,-0.199
8543278,K07052.01,,0.899,0.150,-0.007
8552500,K07053.01,,1.079,0.227,-0.771
8552540,K07054.01,,0.840,0.064,-0.060
8553788,K07055.01,,0.901,0.011,-0.012
8553907,K07056.01,,0.519,0.005,-0.004
8559796,K07057.01,,1.013,,
8559863,K07058.01,,0.860,0.007,-0.001
8560861,K07059.01,,1.350,0.060,-0.112
8565900,K07060.01,,,,
8569819,K07062.01,,13.715,,
8574270,K07063.01,,1.199,0.049,-0.028
8581658,K07064.01,,0.245,0.001,-0.001
8590527,K07065.01,,1.212,0.076,-0.031
8604993,K07066.01,,0.939,0.387,-0.031
8608490,K07067.01,,0.641,0.108,-0.072
8610483,K07068.01,,0.622,0.039,-0.022
8613446,K07069.01,,0.185,0.263,-0.185
8618226,K07070.01,,1.183,0.080,-0.044
8621026,K07071.01,,0.216,0.013,-0.004
8624860,K07072.01,,0.231,0.224,-0.231
8625408,K07073.01,,1.198,6.728,-0.019
8690001,K07075.01,,0.328,0.002,-0.001
8693536,K07076.01,,0.046,0.404,-0.046
8700506,K07077.01,,0.489,0.006,-0.007
8701327,K07078.01,,1.165,0.007,-0.043
8711548,K07079.01,,0.357,0.004,-0.003
8719897,K07081.01,,0.830,0.005,-0.007
8736245,K07082.01,,0.510,0.010,-0.014
8738115,K07083.01,,1.197,0.064,-0.047
8739209,K07084.01,,0.995,0.028,-0.705
8746310,K07085.01,,0.877,0.096,-0.013
8750094,K07086.01,,1.215,0.183,-0.118
8758161,K07087.01,,1.003,0.037,-0.009
8760760,K07088.01,,0.532,0.452,-0.320
8767034,K07089.01,,0.352,0.083,-0.352
8773948,K07090.01,,0.315,0.006,-0.004
8784288,K07091.01,,0.093,0.036,-0.087
8807057,K07093.01,,0.711,0.252,-0.477
8822585,K07095.01,,0.769,0.057,-0.522
8823397,K07096.01,,0.401,0.004,-0.002
8841616,K07097.01,,0.970,0.010,-0.011
8845221,K07098.01,,0.521,0.174,-0.177
8848104,K07100.01,,1.185,0.094,-0.063
8848115,K07101.01,,0.030,0.450,-0.030
8868657,K07102.01,,0.980,0.598,-0.010
8878681,K07103.01,,1.199,0.089,-0.023
8879427,K07104.01,,0.768,0.010,-0.002
8879915,K07105.01,,0.315,0.007,-0.004
8881169,K07106.01,,0.172,0.288,-0.172
8890996,K07107.01,,0.677,0.290,-0.466
8906676,K07108.01,,1.079,0.051,-0.137
8938628,K07109.01,,1.161,0.164,-0.125
8940961,K07110.01,,0.781,0.220,-0.039
8953281,K07112.01,,0.659,0.024,-0.542
8953426,K07113.01,,0.878,0.024,-0.028
8953475,K07114.01,,0.864,0.071,-0.620
8957572,K07115.01,,1.040,0.071,-0.045
8958811,K07116.01,,0.372,0.084,-0.372
9001468,K07120.01,,0.705,0.024,-0.024
9005854,K07121.01,,0.957,0.214,-0.116
9007918,K07122.01,,0.856,0.002,-0.050
9007953,K07123.01,,0.280,0.173,-0.280
9024857,K07124.01,,0.777,0.019,-0.015
9024857,K07124.02,,0.483,0.473,-0.280
9025739,K07125.01,,0.219,0.250,-0.219
9029486,K07126.01,,0.619,0.101,-0.070
9049010,K07127.01,,0.689,0.061,-0.429
9083503,K07128.01,,0.519,0.040,-0.448
9093566,K07130.01,,0.569,0.391,-0.343
9098590,K07131.01,,0.381,0.029,-0.009
9098810,K07132.01,,0.610,0.007,-0.006
9099773,K07133.01,,0.682,0.285,-0.474
9101208,K07134.01,,1.137,0.423,-0.145
9119405,K07135.01,,0.742,0.008,-0.009
9159301,K07138.01,,0.295,0.002,-0.001
9163674,K07139.01,,0.694,0.165,-0.006
9172506,K07141.01,,0.658,0.001,-0.001
9179531,K07142.01,,0.523,0.007,-0.002
9181340,K07143.01,,1.264,0.618,-0.032
9203154,K07144.01,,0.230,0.239,-0.230
9205993,K07145.01,,0.229,0.011,-0.010
9207508,K07146.01,,0.308,0.003,-0.003
9210828,K07147.01,,0.940,0.070,-0.048
9221627,K07148.01,,0.159,0.290,-0.159
9236858,K07149.01,,0.451,0.004,-0.003
9243795,K07150.01,,0.980,0.028,-0.013
9266285,K07151.01,,1.070,0.031,-0.038
9278021,K07152.01,,1.281,0.187,-0.092
9284741,K07153.01,,0.575,0.003,-0.007
9286728,K07154.01,,0.385,0.093,-0.385
9291368,K07155.01,,0.249,0.005,-0.004
9291368,K07155.02,,1.081,0.069,-0.070
9291748,K07156.01,,1.368,0.011,-0.023
9301564,K07157.01,,0.096,0.348,-0.096
9328852,K07159.01,,1.138,0.161,-0.169
9328864,K07160.01,,0.476,0.453,-0.273
9334490,K07161.01,,0.895,0.008,-0.007
9340411,K07162.01,,0.032,0.425,-0.032
9344623,K07163.01,,0.560,0.003,-0.003
9353182,K07164.01,,0.318,0.008,-0.002
9357275,K07165.01,,0.855,0.016,-0.013
9357375,K07166.01,,0.021,0.448,-0.021
9392702,K07167.01,,0.776,0.014,-0.002
9394920,K07168.01,,,,
9397900,K07169.01,,0.198,0.252,-0.198
9411943,K07170.01,,1.312,0.362,-0.181
9412462,K07171.01,,0.677,0.005,-0.012
9418994,K07172.01,,1.226,0.048,-0.047
9451096,K07173.01,,0.730,0.009,-0.008
9458266,K07174.01,,0.417,0.033,-0.417
9466042,K07175.01,,,,
9468296,K07176.01,,1.172,6.849,-0.442
9474222,K07177.01,,0.269,0.019,-0.013
9474969,K07178.01,,0.388,0.001,-0.001
9509207,K07181.01,,0.772,0.008,-0.008
9513168,K07182.01,,0.469,0.501,-0.263
9520700,K07183.01,,0.559,0.010,-0.008
9529294,K07184.01,,0.093,0.363,-0.092
9529856,K07185.01,,1.200,0.037,-0.020
9536048,K07186.01,,0.469,0.540,-0.100
9540450,K07187.01,,0.619,0.014,-0.010
9540675,K07188.01,,0.146,0.324,-0.146
9541163,K07189.01,,0.042,0.447,-0.042
9541567,K07190.01,,,,
9569866,K07191.01,,0.388,0.016,-0.004
9579192,K07192.01,,0.749,0.001,-0.001
9579789,K07193.01,,0.012,0.454,-0.012
9592855,K07196.01,,0.799,0.013,-0.012
9596064,K07197.01,,0.330,0.119,-0.330
9596187,K07198.01,,1.267,0.523,-0.170
9597095,K07200.01,,1.117,0.090,-0.061
9597854,K07201.01,,0.382,0.083,-0.382
9602431,K07202.01,,0.262,0.204,-0.262
9602538,K07203.01,,0.344,0.114,-0.344
9630640,K07204.01,,2.959,,
9635520,K07205.01,,1.230,4.198,-0.112
9635529,K07206.01,,0.511,0.003,-0.001
9637299,K07207.01,,0.395,0.007,-0.004
9640123,K07209.01,,0.918,0.026,-0.651
9640921,K07210.01,,0.956,0.045,-0.028
9640921,K07210.02,,0.780,0.175,-0.537
9641031,K07211.01,,0.630,0.054,-0.038
9641103,K07212.01,,0.185,0.291,-0.184
9644411,K07213.01,,0.243,0.216,-0.243
9644683,K07214.01,,1.254,0.133,-0.091
9651602,K07215.01,,0.088,0.375,-0.088
9652166,K07216.01,,0.494,0.060,-0.435
9652632,K07217.01,,0.931,0.024,-0.023
9655424,K07218.01,,0.021,0.670,-0.021
9658089,K07220.01,,0.966,0.010,-0.693
9665503,K07221.01,,0.458,0.006,-0.007
9673173,K07222.01,,0.957,0.030,-0.035
9674320,K07223.01,,0.673,0.269,-0.445
9711751,K07225.01,,0.917,0.079,-0.038
9762514,K07227.01,,0.934,0.038,-0.690
9762519,K07228.01,,0.840,0.166,-0.016
9777062,K07229.01,,0.694,0.003,-0.004
9786821,K07230.01,,0.986,0.260,-0.022
9790965,K07231.01,,1.216,0.024,-0.027
9811915,K07232.01,,0.415,0.043,-0.411
9818732,K07233.01,,0.499,0.006,-0.005
9821078,K07234.01,,0.428,0.006,-0.003
9837013,K07236.01,,0.065,0.403,-0.065
9850387,K07238.01,,0.771,0.142,-0.039
9850912,K07239.01,,0.330,0.126,-0.330
9873869,K07241.01,,0.416,0.005,-0.002
9881258,K07242.01,,0.871,0.170,-0.032
9899153,K07243.01,,0.402,0.061,-0.402
9899193,K07244.01,,0.413,,
9899410,K07245.01,,0.582,0.046,-0.582
9899421,K07246.01,,0.137,0.328,-0.137
9899577,K07247.01,,0.223,0.247,-0.223
9899583,K07248.01,,0.746,0.206,-0.505
9906489,K07249.01,,1.208,0.161,-0.046
9909965,K07252.01,,0.132,0.326,-0.132
9913481,K07253.01,,1.049,0.055,-0.045
9913798,K07254.01,,0.686,0.033,-0.006
9934208,K07256.01,,0.213,0.047,-0.012
9936698,K07257.01,,0.841,0.025,-0.022
9943009,K07258.01,,0.112,0.335,-0.112
9944201,K07259.01,,0.831,0.055,-0.017
9944421,K07260.01,,0.778,0.003,-0.061
9945280,K07261.01,,1.255,0.315,-0.109
9953736,K07262.01,,0.779,0.175,-0.504
9958053,K07263.01,,,,
9959093,K07264.01,,0.525,0.438,-0.329
9963009,K07265.01,,0.767,0.002,-0.001
9965691,K07267.01,,1.206,0.173,-0.079
9971475,K07268.01,,0.804,0.041,-0.036
10000490,K07269.01,,1.093,0.023,-0.021
10002049,K07270.01,,0.247,0.208,-0.247
10014702,K07271.01,,0.531,0.439,-0.323
10019854,K07272.01,,0.071,0.392,-0.070
10020423,K07273.01,,0.350,0.024,-0.011
10026136,K07274.01,,0.614,0.007,-0.011
10026457,K07275.01,,1.117,0.021,-0.039
10031409,K07276.01,,0.806,0.015,-0.022
10031526,K07277.01,,0.791,0.179,-0.561
10031808,K07278.01,,0.686,0.004,-0.005
10053138,K07279.01,,0.407,0.067,-0.407
10063044,K07280.01,,0.864,0.020,-0.021
10091257,K07284.01,,0.906,0.401,-0.046
10093664,K07285.01,,0.701,0.030,-0.523
10095512,K07286.01,,0.948,0.021,-0.020
10129482,K07288.01,,0.779,0.047,-0.030
